property_type,price,bond,address,feature_bedroom,feature_bathroom,feature_parking,agent_brand,agent_name,available_date,property_details
Apartment,600,"Bond $3,911","15/65 Stawell Street, Richmond", 2, 2, 2,Jellis Craig  - Stonnington,Agent: Felicity Fitzgerald,Available 10 Dec 2019,"This spacious apartment is situated in a prime location so close to Bridge and Swan Streets. Comprising large open plan living area, separate study area, kitchen with dishwasher and electric cooking, two bedrooms both with built in robes. Master bedroom has its own ensuite and study nook. Features include, two security off street car parks and storage cage, video security and sunny courtyard ideal for the summer BBQ.Would you like to Inspect this property?To select your preferred inspection time click the “Book Inspection” button and enter your details and we will respond instantly!Alternatively, visit the property advertisement on www.jelliscraig.com.au and click Book Inspection "
House,530,"Bond $3,180","24 Johnson Street, Richmond", 2, 1,0,McInnes Property Management - HAWTHORN,Agent: McInnes Property Management,Available 10 Dec 2019,"This delightful 2 bedroom terrace home is superbly located. Walk to Victoria Gardens, Yarra trails, public transport, cosmopolitan Richmond shopping and Abbotsford food haunts.Features include:* Large master bedroom with built in robes* Second large bedroom* Large living and dining area* Modern kitchen, with loads of storage, gas cooking and dishwasher* Central bathroom, with shower over bath* Separate laundry* Reverse cycle heating and cooling in living area* Sunny rear paved courtyard with garden shed* Polished floorboards throughoutRent: $530PW; $2,303PCM; Bond: $3,180; Available: 10/12/2019ONLY McInnes Property Management and 1Form Application forms will be accepted when making your application.PHOTO ID IS REQUIRED AT OPEN FOR INSPECTIONS.PLEASE NOTE: Open for Inspection Times and Property Availability is subject to change or cancellation without notice, please check the internet prior to inspection."
House,630,"Bond $4,106","6 Little Kent Street, Richmond", 2, 2, 1,Jellis Craig  - Stonnington,Ellie Scala,Available 29 Nov 2019,"This light-filled north-facing apartment features a great sized living and dining zone with heating/air conditioning and accompanied by a sunny balcony and sky lit granite kitchen, with quality appliances and gas cooking. Offering two bedrooms, one on the first level with built-in robes and a central bathroom with laundry facilities and the second bedroom on the top level with its own heater/air conditioner, built-in robes and an ensuite. Complete with ducted vacuum and a secure garage to enhance a beautifully flexible residence. Brilliantly positioned in a low-traffic street between Bridge Road and Victoria Street, an inspection is a must!Would you like to Inspect this property?To select your preferred inspection time click the “Book Inspection” button and enter your details and we will respond instantly!Alternatively, visit the property advertisement on www.jelliscraig.com.au and click Book Inspection "
House,675,"Bond $4,050","67 Brighton Street, Richmond", 2, 1, 1,Biggin & Scott - Richmond,Alex Noutsos,Available 11 Dec 2019,"Past the neat facade of this single fronted terrace you'll discover a superbly presented two bedroom home combining modern living with period features. Ideally located just seconds to parklands ,Swan Street and Church Street shopping and restaurants with transport just round the corner and Chapel Street just a tram ride away-Spacious living room leading through to good sized dining area -Abundance of natural light throughout-Modern kitchen, -Two generous bedrooms-Polished floors throughout-Sparkling central bathroom-Internal laundry facilities-Private rear courtyard garden-Possible off street parking (small) at the front of property ARRANGING AN INSPECTION IS EASY! To book a time to inspect, simply click on book an inspection time or email agent to be notified of inspection times. By registering, you will be instantly informed of any updates, changes or cancellations.DISCLAIMER –APPLYING - Apply online via 1FORM. The application code will be text to you after you have viewed the property.LEASE TERMS - 12 MONTHS unless otherwise specified.PARKING PERMITS - Whilst parking permits are available for most properties, please confirm with the local council before applying for the property.PHOTO ID MUST BE PROVIDED BEFORE ENTRY AT THE PROPERTY GUARANTEED RESPONSE TO APPLICATIONS WITHIN 1 BUSINESS DAY (Conditions Apply) BIGGIN SCOTT RICHMOND – NO. 1 FOR PROPERTY MANAGEMENT "
House,615,"Bond $3,690","9 Charles Street, Richmond", 2, 1,0,Biggin & Scott - Richmond,Isabella Centaro,Available 14 Dec 2019,"This superbly presented two bedroom single fronted Victorian abode is located right in the heart of Richmond just a stones throw to Bridge Road shops, restaurants, cafes and transport- Open plan kitchen, living and dining with floating floors- Loads of natural light- Modern kitchen with stainless steel appliances & dishwasher- Two large bedrooms both with BIR's- Hydronic heating- Central bathroom with bath and laundry facilities- Glass doors to tranquil rear paved courtyard garden with storage shed- 2 parking permits available through local councilARRANGING AN INSPECTION IS EASY! To book a time to inspect, simply click on book an inspection time or email agent to be notified of inspection times. By registering, you will be instantly informed of any updates, changes or cancellations.APPLYING - Apply online via 1FORM. The application code will be text to you after you have viewed the property.LEASE TERMS - 12 MONTHS unless otherwise specified.PARKING PERMITS - Whilst parking permits are available for most properties, please confirm with the local council before applying for the property.PHOTO ID MUST BE PROVIDED BEFORE ENTRY AT THE PROPERTY GUARANTEED RESPONSE TO APPLICATIONS WITHIN 1 BUSINESS DAY (Conditions Apply) BIGGIN SCOTT RICHMOND – NO. 1 FOR PROPERTY MANAGEMENT "
House,1000,"Bond $6,345","76 Yarra Boulevard, Richmond", 4, 2, 2,hockingstuart  - Richmond,Mollie Bennett,Open today 1:00pm View allAvailable 13 Nov 2019,"Situated in one of the Richmond's blue chip locations in a leafy tree lined boulevard. This incomparable executive family residence over 3 levels needs to be seen to be believed. With four spacious bedrooms, three with Built in Robes. Ground floor master with ensuite on private courtyard. An entire (1st floor) level dedicated to your dining and entertaining needs with balconies to the front and rear. Large light and bright kitchen with stainless steel appliances including dishwasher, fridge and stone breakfast bar. Spacious central bathroom to service the top floor bedrooms, european laundry, generous storage cupboards and a double remote garage with internal access. Superior fixtures and fittings throughout, stone benchtops, tiles splashback, combination of timber floorboards and carpets, split system heating & cooling units. This exclusive residence across the road from elite Melbourne Girls College, nearby Parklands Yarra trails, between Bridge Road and Swan Street within easy reach to Australia premier sporting precinct and the CBD.Please note: Open for Inspection times are subject to change or cancellation without notice. We highly recommend registering to our inspections to be notified of any changes. "
Apartment,600,"Bond $3,000","503/2 Mcgoun Street, Richmond", 2, 2, 1,Melbourne Real Estate,James Porto,Open Thu 14 Nov 5:50pm View allAvailable 05 Dec 2019,"**ARRANGE AN INSPECTION TIME ONLINE** - Instructions belowBe quick to secure this modern apartment in the heart of Richmond.  Features include two queen size bedrooms, both with built ins and master with slick ensuite, open plan living space leading out to an impressive north facing balcony, kitchen with island bench, stainless steel appliances inc dishwasher, and plenty of cupboard space.  Additional features inc ducted air conditioning/ heating, single car space and storage cage. Take advantage of the stunning Pool, GYM and outdoor entertaining area. Charlie living, not just a home, it's a lifestyle.Arranging an inspection is easy!To book a time to inspect, simply click on Virtual Tour or Email Agent to arrange.By registering, you will be INSTANTLY informed of any updates, changes or cancellations for your appointment."
Apartment,330,"Bond $1,434","9/38 Burnley Street, Richmond", 1, 1, 1,Biggin & Scott - Richmond,Wade Fletcher,Available 26 Nov 2019,"SHOPPING, CAFES, RESTAURANTS AND NIGHTLIFE JUST MINUTES AWAY!-	1 generous bedroom with polished timber floors-	Large open plan lounge/dining area with great natural light-	Kitchen with gas cooking stainless steel appliances-	Central bathroom with internal laundry taps-	Off street parking for oneARRANGING AN INSPECTION IS EASY! To book a time to inspect, simply click on book an inspection time or email agent to be notified of inspection times. By registering, you will be instantly informed of any updates, changes or cancellations.DISCLAIMER –APPLYING - Apply online via 1FORM. The application code will be text to you after you have viewed the property.LEASE TERMS - 12 MONTHS unless otherwise specified.PARKING PERMITS - Whilst parking permits are available for most properties, please confirm with the local council before applying for the property.PHOTO ID MUST BE PROVIDED BEFORE ENTRY AT THE PROPERTY GUARANTEED RESPONSE TO APPLICATIONS WITHIN 1 BUSINESS DAY (Conditions Apply) BIGGIN SCOTT RICHMOND – NO. 1 FOR PROPERTY MANAGEMENTPORTALS "
Apartment,700,"Bond $4,200","23/22 Bosisto Street, Richmond", 2, 2, 1,Biggin & Scott - Richmond,Alex Noutsos,Available 22 Nov 2019,"Beautifully presented with flexible layout in popular & sought after complex.FEATURES - 2 bedrooms - walk/built in robes- Oversized living/dining (opens to balcony)- 2nd living/study/guest bedroom- Open plan kitchen and living- Walk in pantry, gas cooking, loads of cupboard and bench space- 2 bathrooms (central & ensuite)- EURO laundry- Security entrance - Secure undercover parking for 1 car; parking permits available from the councilAction packed position - just behind Bridge Road shops, eateries & transport. Easy access to Richmond’s sporting precinct and CBD.ARRANGING AN INSPECTION IS EASY! To book a time to inspect, simply click on book an inspection time or email agent to be notified of inspection times. By registering, you will be instantly informed of any updates, changes or cancellations.DISCLAIMER –APPLYING - Apply online via 1FORM. The application code will be text to you after you have viewed the property.LEASE TERMS - 12 MONTHS unless otherwise specified.PARKING PERMITS - Whilst parking permits are available for most properties, please confirm with the local council before applying for the property.PHOTO ID MUST BE PROVIDED BEFORE ENTRY AT THE PROPERTY GUARANTEED RESPONSE TO APPLICATIONS WITHIN 1 BUSINESS DAY (Conditions Apply) BIGGIN SCOTT RICHMOND – NO. 1 FOR PROPERTY MANAGEMENT "
Apartment,420,"Bond $2,520","157/73 River Street, Richmond", 1, 1, 1,Hodges  - SOUTH MELBOURNE,Frazer Downes,Available 28 Nov 2019,"- Main bedroom with built in wardrobes- Open plan kitchen/living/dining with SMEG stainless steel appliances and floating floorboards- Laundry facilities- Modern bathroom- Heating/cooling- Balcony- Lift access- Basement car park- Indoor 25m pool, spa, sauna and gym plus on site ManagerPerfectly located 100m to Bridge Road's public transport, cafe's, bars and Melbourne's best shopping strip within easy stroll. Inspection a must this will not last."
House,700,"Bond $4,200","2 Sherwood Street, Richmond", 2, 1, 1,Biggin & Scott - Richmond,Alex Noutsos,Available 20 Nov 2019,"Modern 2 bedroom house located in the sought after area of Richmond hill, comprises of open space living with natural light throughout. - Open plan kitchen & living space- Dishwasher- Split systems- Natural light- 2 bedrooms with built in robes, main bedroom with private balcony- 2 modern bathrooms & ensuite- Separate laundry area- Landing/Study upstairs- Outdoor entertaining area with deck- Secure off street parking Within walking distance of public transport, sporting facilities, cafes & restaurants off Bridge Road. Do not miss out!!FIRST POINT OF CALL - ALEX NOUTSOSAPPLYING - Apply online via 1FORM. The application code will be text to you after you have viewed the property.LEASE TERMS - 12 MONTHS unless otherwise specified.PARKING PERMITS - Whilst parking permits are available for most properties, please confirm with the local council before applying for the property.PHOTO ID MUST BE PROVIDED BEFORE ENTRY AT THE PROPERTYGUARANTEED RESPONSE TO APPLICATIONS WITHIN 1 BUSINESS DAY (Conditions Apply)***ARRANGING AN INSPECTION IS EASY! TO BOOK A TIME TO INSPECT, SIMPLY CLICK ON BOOK AN INSPECTION TIME OR EMAIL AGENT TO BE NOTIFIED OF INSPECTION TIMES. BY REGISTERING, YOU WILL BE INSTANTLY INFORMED OF ANY UPDATES, CHANGES OR CANCELLATIONS FOR YOUR APPOINTMENT***BIGGIN SCOTT RICHMOND - NO 1 FOR PROPERTY MANAGEMENT "
Apartment,530,"Bond $2,650","119/253 Bridge Road, Richmond", 2, 1, 1,Melbourne Real Estate,Mike Drover,Open Thu 14 Nov 5:30pm View allAvailable 18 Dec 2019,"Arranging an inspection is easy!Strategically situated just behind Bridge Road, you have all your favourite watering holes at your door step and are only a 1 minute migration from trams, shops and restaurants.This spacious apartment features a designer open plan kitchen with white stone bench tops, stainless steel appliances, gas/electric cooking and integrated dish drawer.  The living room opens up a large balcony allowing you to enjoy those sunny days and balmy summer nights! The Bedrooms have built in robes and other features include slick/modern bathroom, European laundry, reverse cycle heating/cooling and one off street undercover car space. The added benefit of a storage cage is included and residents will also have access to an onsite building manager, gymnasium, theatre, and bike racks. To book a time to inspect, simply click on Book an Inspection Time or Email Agent to book instantly using our online system.By registering, you will be INSTANTLY informed of any updates, changes or cancellations for your appointment."
Unit,510,"Bond $2,550","G07/8 Garfield Street, Richmond, Richmond", 2, 1, 1,Ray White Southbank & Port Phillip -                                                                ,Aleksandar Sljivic,Available 06 Dec 2019,"This stunning apartment boasts stunning oak floorboards in the living area, carpets in bedrooms, stainless steel SMEG appliances, gas cooking, split system heating & cooling in the living area, European laundry, 1 secure parking space & a storage cage.  The HUB is an exciting development located in the heart and soul of Richmond's inner-urban lifestyle within walking distance to everything Richmond has to offer with the parks, gardens, bars, cafes, boutiques, Australia’s premier sporting precincts, and public transport all only a stone's throw away. Melbourne's CBD is a mere 2.5kms away and is easily accessible via a short car ride, tram, train bike or foot.This vibrant location makes The Hub the center of any dynamic lifestyle. Day or night, you'll be only minutes away from it all. ** Please note, some internal photos included in this advertisement are for marketing purposes only & not of G07/8 Garfield Street, Richmond, rather a similar apartment in the building & the buildings common areas. Some of the photos are of the actual apartment. Please refer to the floor plan for the apartment's layout.**"
House,950,"Bond $5,700","2 Stanley Street, Richmond", 4, 1, 2,Kay & Burton - South Yarra,Darren McMullin,Open tomorrow 5:00pm View allAvailable now,"Perfectly located in one of the finest streets on Richmond Hill, this double storey Victorian boasts original charming period features including Baltic pine floors, glorious high ceilings and traditional arched hallway, four very generous bedroom, all with built in robes, renovated bathroom, contemporary kitchen with stainless steel appliances, separate laundry and city views. This wonderful inner city home benefits from a private west facing courtyard with Carroll Street to the rear offering easy parking for two cars and is walking distance from Richmond's best restaurants, bars and cafes, Richmond Station, trams, Bridge Road, Swan Street, Yarra River and the MCG.**If this property is of interest to you, please ensure that you register your interest by clicking on the ‘EMAIL AGENT’ button, so that you are kept up to date with inspections, price changes and similar properties that may be suitable. We assure you that your details remain confidential and are only used for the purpose of securing you a property. https://kayburton.com.au/privacy-policy **"
Unit,325,"Bond $1,412","6/241 Stawell Street, Richmond", 1, 1, 1,Biggin & Scott - Richmond,Isabella Centaro,Available 15 Nov 2019,"Renovated 1st floor apartment in refurbished block.Property includes; kitchen with stainless steel gas cooking, s/s dishwasher and fridge, sparkling bathroom and open plan living.Carpeted throughout, electric heater, communal laundry, shared landing and undercover parking for one car.All this located close to train station and trams into the CBD, restaurants and shops and with easy access to the Monash Freeway.APPLYING - Apply online via 1FORM. The application code will be text to you after you have viewed the property.LEASE TERMS - 12 MONTHS unless otherwise specified.PARKING PERMITS - Whilst parking permits are available for most properties, please confirm with the local council before applying for the property. PHOTO ID MUST BE PROVIDED BEFORE ENTRY AT THE PROPERTY GUARANTEED RESPONSE TO APPLICATIONS WITHIN 1 BUSINESS DAY (Conditions Apply)BIGGIN SCOTT RICHMOND - NO 1 FOR PROPERTY MANAGEMENT "
House,950,"Bond $4,128","4 Stanley Street, Richmond", 4, 1, 2,Kay & Burton - South Yarra,Darren McMullin,Open tomorrow 5:00pm View allAvailable now,"Perfectly located in one of the finest streets on Richmond Hill, this double storey Victorian boasts original charming period features including Baltic pine floors, glorious high ceilings and traditional arched hallway, four very generous bedroom, all with built in robes, renovated bathroom, contemporary kitchen with stainless steel appliances, separate laundry and city views. This wonderful inner city home benefits from a private west facing courtyard with Carroll Street to the rear offering easy parking for two cars and is walking distance from Richmond's best restaurants, bars and cafes, Richmond Station, trams, Bridge Road, Swan Street, Yarra River and the MCG.**If this property is of interest to you, please ensure that you register your interest by clicking on the ‘EMAIL AGENT’ button, so that you are kept up to date with inspections, price changes and similar properties that may be suitable. We assure you that your details remain confidential and are only used for the purpose of securing you a property. https://kayburton.com.au/privacy-policy **"
Apartment,570,"Bond $2,042","8/1 Barnet Way, Richmond", 1, 1, 1,Rent Exchange - Kew,Pete Larkis,Available 14 Dec 2019,"This industrial one bedroom apartment over two levels situated in the 'STUDIO 9' Heritage Building will certainly impress.With it's 4 meter ceilings, state of the art kitchen with stove bench tops and Miele appliances, open plan living and dining, king size bedroom with double built in wardrobe and stylish bathroom.Features include, heating and air-conditioning throughout, powder room, alarm system, video intercom security, dishwasher, separate powder room, balcony and secure basement car park.Ideally located to take advantage of the best Richmond has to offer.VIEWING TIMES are subject to cancellation/change 3 hours prior to the open for inspection.We advise that you check the listing on the day, to ensure that the property is still available prior to inspection to avoid disappointment."
Apartment,450,"Bond $2,855","225/253 Bridge Road, Richmond", 1, 1, 1,hockingstuart  - Richmond,Mollie Bennett,Open Thu 14 Nov 12:00pm View allAvailable now,"Designed by world renown architects Fender Katsalidis, this fabulous near new apartment is literally just footsteps away from everything famous Bridge Road has to offer! Featuring fully equipped galley style kitchen, dining area, a spacious open plan design living leads out to balcony, large bedroom with BIR's and ensuite bathroom. Also features laundry, heating/cooling, secure garage parking & storage cage. This state of the art complex also boasts a 30 seat private cinema & fully equipped gymnasium. Please note: Open for Inspection times are subject to change or cancellation without notice. We highly recommend registering to our inspections to be notified of any changes. "
House,"1,100","Bond $7,170","130 Mary Street, Richmond", 3, 2, 1,Jellis Craig  - Stonnington,Ellie Scala,Available 25 Nov 2019,"This light-filled home has everything you need, all set within one of the best pockets of Richmond. Featuring a sparkling kitchen equipped with stone benchtops, quality stainless steel appliances, gas cooking and ample cupboard space, which seamlessly flows out into the open plan living and dining area. Offering a king-sized master bedroom with walk through robe, accompanied by its own double vanity ensuite bathroom with separate bath and shower, a queen-sized second bedroom with built-in robes, and a double second bedroom which is serviced by a central bathroom. Complete with ducted heating and cooling throughout, off-street parking for one car, and a paved courtyard with a storage room, perfect for outdoor entertaining. Conveniently located only moments from Bridge Road and Swan Street cafes, restaurants, trams and boutique stores, Barkly Gardens, Richmond Recreation Centre and East Richmond Station, an inspection is a must! PLEASE NOTE: There is the option for this property to come fully or partially furnished. Would you like to Inspect this property?To select your preferred inspection time click the “Book Inspection” button and enter your details and we will respond instantly!Alternatively, visit the property advertisement on www.jelliscraig.com.au and click Book Inspection "
Apartment,410,"Bond $2,460","33/69 River Street, Richmond", 1, 1, 1,Hodges  - SOUTH MELBOURNE,Frazer Downes,Open today 5:00pm View allAvailable 06 Dec 2019,"Positioned superbly on the banks of the Yarra within 100 metres from Bridge Road, this modern 1 bedroom apartment comprises kitchen with SMEG appliances, open plan living, main bedroom with built in robes, central bathroom with European laundry including dryer and 1 car park.Building facilities include 25 metre indoor pool, spas, sauna, gym and building manager."
Apartment,600,"Bond $2,608","210/71 Canterbury Street, Richmond", 2, 2, 1,RT Edgar - Hawthorn,Alessandra Knez,Available 20 Dec 2019,"**SPECIAL OFFER**You will receive 1x $500.00 Visa Gift Card if you are successful for this apartment!This as new double story & stunning apartment is not to be missed and showcases quality finishes throughout.Light filled, spacious and set towards the back of the complex, this apartment boasts an open plan living area with lovely floorboards and split system air conditioning opening to a spacious balcony. Fully equipped and modern kitchen with dishwasher, gas cooktop, integrated fridge and ample cupboard space. Upstairs you will find a central and sparkling bathroom, European laundry, two generous sized bedrooms with built in robes, the master bedroom with ensuite bathroom and second bedroom with access to additional balcony.  Other stand out features include carspace via car stacker (please note height, width, length and weight restrictions may apply), storage cage, powder room off living area and separate study with additional built in wardrobe.Conveniently located within walking distance to Swan Street, Burnley Street, public transport, restaurants, cafes, boutique shopping and easy access to the freeway, CBD and the MCG – enjoy the lifestyle Richmond has to offer!"
Apartment,500,"Bond $3,173","1/43 Bunting Street, Richmond", 2, 1, 1,hockingstuart  - Richmond,Todd George,Open today 4:45pm View allAvailable now,"Add fabulous indoor/outdoor entertaining to dynamic inner city living with this ground floor two-bedroom apartment just a short stroll from Swan Street & Bridge Road. Generously proportioned spaces include a covered courtyard with separate street entry, renovated central bathroom / laundry and car parking in an attractive boutique block. Arranged around a central hall, a sunny living domain is kept beautifully bright by a westerly aspect that encourages natural light through to the immaculately presented adjoining kitchen featuring ample bench space and plenty of storage. Across the hall, two inviting bedrooms will surprise and delight with their impressively spacious dimensions offering built in robes. Features include: split system heating & cooling, two outdoor areas, off street parking for one car and only 4 apartments in the block.Please note: Open for Inspection times are subject to change or cancellation without notice. We highly recommend registering to our inspections to be notified of any changes. "
Townhouse,850,"Bond $4,544","1/64-68 Lyndhurst Street, Richmond", 3, 2, 1,Jellis Craig Inner North Property Management -     ,David Chung,Open Thu 14 Nov 6:00pm View allAvailable 16 Nov 2019,"Tucked away in a block of only four this sensational street facing townhouse is set to impress with its expansive floor plan, natural light throughout and perfect Richmond position. The versatile single level design showcases three robed bedrooms (master with walk-in robe and courtyard access) and stylish central bathroom. Be greeted by the spacious front lounge through to the open-plan living/dining area and kitchen with a dishwasher and stainless steel cooking appliances. Add to this split-system heating and cooling, ample storage, plus front and rear courtyards, off-street secure parking space on title. Fabulous home with a location to match offering instant access to Bridge Road/Church Street trams, cafes, restaurants, shops and supermarkets.Jellis Craig Inner North Property Management invites you to inspect this property.If you would like to inspect this property please click book inspection or make an appointment and we will be in contact to arrange a suitable time. Alternatively, you can email the agent or visit the property listing on www.jelliscraig.com.au and click Book Inspection."
Apartment,445,"Bond $2,670","218/9-15 David Street, Richmond", 1, 1, 1,Harris Leech Property - St Kilda,Sandra Haddad,Open today 5:00pm View allAvailable 22 Nov 2019,"HarrisLeech is proud to offer for lease this fantastic brand new 1 bedroom apartment located in the heart of Richmond. Home to a heritage listed façade, don't miss the opportunity to live in this modern, lavish apartment. Offering luxury inner city living, this fully functional design showcases a large open plan living and dining, with a kitchen/living area accompanied by a breakfast bar, Miele appliances, a spacious bedroom (with quality carpet & BIR) and large modern bathroom with floor to ceiling tiling. With quality fixtures and fittings, this exquisite apartment will not disappoint! Incorporating premium fixtures and fittings topped off with city views, luxury is prevalent in Richmonds' newest premium development. A large terrace also awaits for outdoor entertaining.The complex also incorporates a Residences lounge and yoga studio overlooking leafy courtyard. Also included is a secure car space. The past and present come together to give Supply Co. a unique modern style while still embracing the legacy of the site.*** To book a time to inspect this property, please click on Book an Inspection Time' to register your details using our online system. By registering, you will be ALWAYS informed of any updates, changes or cancellations for your appointment ***"
House,620,"Bond $2,694","41 Clifton Street, Richmond", 2, 1,0,Independent Property Brokers - RICHMOND,Agent: Justin Dunne,Open tomorrow 6:00pm View allAvailable 13 Nov 2019,"Moments from Swan Street's cafes, restaurants and shops, this charming solid brick terrace delivers a convenient city edge lifestyle with attractive open plan living. Beyond the home's appealing facade, its pristine interior features an inviting arched hallway accessing two double bedrooms with ample robe storage, while the light filled kitchen/meals and contemporary lounge room with double sliding glass doors transitioning to the paved courtyard. Other features include an updated bathroom, reverse cycle air conditioning, polished hardwood floors, dishwasher, six-burner stainless steel cooktop and oven. Situated on one of Richmond Hill's most sought after streets and only a short walk to tram/trains, cafes, restaurants, supermarkets, gyms, and many iconic Melbourne attractions including the MCG, tennis centre, recreation reserves, Yarra River and Botanic Gardens. Please phone to arrange private inspections if required."
Apartment,500,"Bond $3,000","502/1 Railway Place, Richmond", 2, 1,0,Biggin & Scott - Richmond,Jenn Durling,Available 07 Dec 2019,"Tucked away off Swan Street in the award-winning Green Edge complex, this stylish and sleek apartment has everything required for perfect city living.- 2 double bedrooms (both with mirrored robes) and ceiling fans- Central bathroom with rain head shower- Open-plan living/dining area leading out to a sunny terrace- Stone-top kitchen with soft-close drawers and mirrored splash back- Fisher & Paykel appliances (including induction cook top) with integrated fridge and dishwasher- Euro laundry and large storage cupboards - Split-system heating and cooling- Storage cage- Residents' rooftop garden- Please note: This property has an embedded network to manage the supply of Utilities.Instant access to the best Richmond has to offer including trams and trains, trendy cafes and renowned restaurants, shops and supermarkets. Apartment perfection!***ARRANGING AN INSPECTION IS EASY! TO BOOK A TIME TO INSPECT, SIMPLY CLICK ON BOOK AN INSPECTION TIME OR EMAIL AGENT TO BE NOTIFIED OF INSPECTION TIMES. BY REGISTERING, YOU WILL BE INSTANTLY INFORMED OF ANY UPDATES, CHANGES OR CANCELLATIONS FOR YOUR APPOINTMENT******For guaranteed access, please arrive at the allotted inspection start time, any later and access may be denied ***APPLYING - Apply online via 1FORM. The application code will be text to you after you have viewed the property.LEASE TERMS - 12 MONTHS unless otherwise specified.PARKING PERMITS - Whilst parking permits are available for most properties, please confirm with the local council before applying for the property. PHOTO ID MUST BE PROVIDED BEFORE ENTRY AT THE PROPERTY GUARANTEED RESPONSE TO APPLICATIONS WITHIN 1 BUSINESS DAY (Conditions Apply)BIGGIN SCOTT RICHMOND - NO 1 FOR PROPERTY MANAGEMENT "
House,650,"Bond $2,824","18 Campbell Street, Richmond", 2, 1,0,LongView Real Estate - Melbourne,Agent: Lucy Black,Available 13 Jan 2020,"This lovely two bedroom period house presents the ideal home, beautifully positioned close to local walking tracks, and only minutes from Bridge Road's ever popular amenities. Features include open plan style living and dining with vaulted ceiling overlooking outdoor entertainers deck, central modern bathroom and additional ceiling storage.PLEASE NOTE: Open for Inspection Times and Property Availability are subject to change or cancellation without notice. Please refer to the listed inspection times. If no inspection time is available or you are not able to make the listed times please select Book an Inspection Time or Contact Agent and register your interest. We highly recommend registering for an inspection you are going to attend to avoid disappointment for cancellations. If you are registered to attend an inspection you will be notified via SMS if the inspection is cancelled."
Townhouse,625,"Bond $3,125","1/47-49 Baker Street, Richmond", 2, 1, 2,Melbourne Real Estate,Mike Drover,Open tomorrow 5:30pm View allAvailable 09 Dec 2019,"ARRANGING AN INSPECTION IS EASY AND INSTANT - DETAILS BELOWWhen size really matters look no further. This modern townhouse features two double bedrooms with (BIR's), Sparkling bathroom, additional powder room, separate laundry, large open plan kitchen with European stainless steel appliances, spacious air conditioned living area with polished floorboards, real space for tables, chairs, couches and more plus a separate study area all flooded with natural light. There is an adjoining balcony large enough for table and chairs and BBQ. Below are two off street car spaces and a bonus storage shed. All a hop skip and a jump from everything Richmond has to offer. See you at the opens.Arranging an inspection is easy!To book a time to inspect, simply click on Book an Inspection Time or Email Agent to book instantly using our online system.By registering, you will be INSTANTLY informed of any updates, changes or cancellations for your appointment."
Apartment,350,"Bond $1,521","11/17 Lambert Street, Richmond", 1, 1, 1,hockingstuart  - Richmond,Todd George,Available now,"Here is your chance to live in a boutique block. Set on the penthouse level with a lovely vista of North Richmond is this beautifully proportioned and well-appointed apartment. Recently refurbished you are greeted on entry by a lovely sense of space in the open plan kitchen, meals, living area. Flowing through to the bedroom with Northerly aspects and BIR with ensuite fully renovated complete with your own laundry facilities. All this is complimented by undercover parking on title. Easy access to Yarra River, walking & cycling tracks, Abbotsford convent, Gleadell Street market and Victoria Gardens.Please note: Open for Inspection times are subject to change or cancellation without notice. We highly recommend registering to our inspections to be notified of any changes. "
Apartment,530,"Bond $2,303","305/14 David Street, Richmond", 2, 1, 1,The Hopkins Group - MELBOURNE,Lorena D'Amico,Available now,"Perfectly positioned between Melbournes north and south, Embassy Richmond represents the very best of modern residential design featuring an unprecedented level of exclusive residents spaces. Step inside Embassy and be astounded by the architecturally designed lobby that takes urban residential design to a whole new level, with fully landscaped public grounds at street level, pedestrian footbridge, and over 830 square meters of exclusive social spaces. Communal spaces include café/retail ground floor, health club including gymnasium, weights room, yoga studio, treatments room, steam room and sauna. Embassy Club including private dining room, private lounge room, bar business centre and 30m long deck. Three sky gardens including Japanese garden with pizza oven, private cinema and games room. This two bedroom apartment offers, Featuring spacious interiors, this brilliantly designed open plan apartment boasts state of the art kitchen with Bosch appliances, stone bench tops, dishwasher, large light and bright lounge, study area, luxurious main bathroom with modern fittings throughout, spacious bedroom with built in robes and European style laundry.Other features include; split system heating and cooling, loads of cupboard space, intercom entrance, lift access, car parking, storage cage. Only 3km to Melbourne CBD, numerous public transport options, close to café's, bars & restaurants, close proximity to retail outlets. Be quick to inspect as this apartment won't be available for long! Inspections are bound to impress!PLEASE NOTE: To register your interest for the property click on the email agent button and submit your details.You will receive an automated response either advising of an inspection time or that we are in the process of allocating inspection times. Please make sure that you register if you wish to attend an inspection."
Apartment,460,"Bond $2,760","102/61 Stawell Street, Richmond", 1, 1, 1,Lucas - Melbourne & Docklands,Emma Racky,Open tomorrow 5:00pm View allAvailable 03 Dec 2019,"This contemporary one bedroom apartment blends sophistication and convenience in a package few can compete with. Situated ideally on the first floor at the rear of this chic designer development, step into a wonderful open plan dining/lounge area, fully appointment kitchen with bench space aplenty plus your own private balcony/winter garden which enhances your living spaces. The double sized bedroom enjoys plenty of built in wardrobe space and is positioned beside the sparkling bathroom, ensuring comfort and space for the most discerning of residents. With a dedicated car space, reverse cycle heating/cooling and a position that’s in high demand, now is the time to live in your dream home and see what all the fuss is about when it comes to living that Richmond lifestyle!"
