property_type,price,bond,address,feature_bedroom,feature_bathroom,feature_parking,agent_brand,agent_name,available_date,property_details
Unit,550,"Bond $2,390","2/60 Stockdale Avenue, Clayton",4,2,2,,,Available 23 Nov 2019,"***Would you like to Inspect this property? To select your preferred inspection time click the button EMAIL AGENT and enter your details and we will instantly respond***This well maintained four bedroom unit would be perfectly suited to students or a larger family. Comprising  two separate kitchens, two living spaces and two bathrooms. Features include built in robes, wall to wall carpets, two single carports, gas heating, gas cooking and two garden sheds. Situated close to Monash University, Monash Medical Centre and public transport."
House,440,"Bond $1,912","33 Morton Street, Clayton",3,1,1,,,Available now,"Located in a quiet street only 7 minutes’ walk to Monash University, this house is great for family or students who want a spacious house with the convenience to the university and all the amenities Clayton has to offer.Comprises of 3 spacious bedrooms all with wardrobes, massive living area and dining zones, kitchen with gas cooking and meals area. Separate shower/bath-tub and toilet.Features; gas ducted heating, freshly painted throughout, brand new bathroom and new toilet. Inspection is a must.******* IMPORTANT! REGISTER TO INSPECT PROPERTIES *********** If you would like to inspect this property please click ‘book inspection’ or ‘make an appointment’ and we will be in contact to arrange a suitable time. Alternatively, you can email the agent or visit the property listing on www.twre.com.au and click ‘Book Inspection’.*************************************************************"
Townhouse,520,"Bond $2,259","1/21 Arnott Street, Clayton",3,2,1,Darras & Zervas - Clayton,,Open tomorrow 4:00pm View allAvailable now,"Looking for an ideal location close to Monash University, then stop here. An outstanding front townhouse with separate entry and driveway, With a relaxing internal appeal, this property offers entry hall, spacious separate family room, galley style kitchen leading into a meals area that flows into the outdoor courtyard, 3 bedrooms with BIR, 2 bathrooms upstairs, laundry, 2 toilets and garage. Features: Quality carpets, ducted heating and much more. Prominent locality near buses and  Monash Medical Centre."
Townhouse,485,"Bond $2,129","3/9-11 Dixon Street, Clayton",3,2,2,LJ Hooker - Clayton,,Available now,"Situated in one of Clayton’s most sought after locations, this high-impact three bedroom townhouse has a lot to offer. This spacious home sure ticks all the boxes for a new family to call home.The Features include:- Three large bedrooms- Two Separate living areas- Kitchen/Family room with plenty of cupboard space- Master Bedroom with double robes, ensuite and balcony- Single Lock-Up Garage- Heating - Low maintenance courtyard- Freshly painted- Modern blinds installedLocated close to everything Clayton has to offer including Monash Medical Centre (50 meters away),  Clayton Train Station and Clayton Shopping. Parks, playgrounds and schools are at your doorstep and also within easy reach are Monash University. "
Apartment,465,"Bond $2,020","3/333a  Clayton Road, Clayton",2,1,1,Darras & Zervas - Clayton,,Open Thu 14 Nov 2:30pm View allAvailable now,"THIS EXQUISITE LUXURIOUS APARTMENT IN THE HEART OF CLAYTON NEAR SHOPS, TRAIN STATION, HOSPITAL AND CLAYTON UNIVERSITY, IS IDEALLY SUITED FOR THOSE SEEKING A CONVENIENT LOCATION CONSISTING OF TWO BEDROOMS, LOUNGE, MODERN KITCHEN, TILED BATHROOM, LAUNDRY. PROPERTY ALSO FEATURES SECURITY ENTRANCE, AIR CONDITIONING, AND UNDER COVER PARKING, NO PETS ALLOWED, CALL NOW TO INSPECT."
Apartment,405,"Bond $2,430","133/1457 North Road, Clayton",2,1,0,,,Available 22 Jan 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 133 - This is a TWO BEDROOM apartment for TWO persons onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New modern, stylish studio, one bedroom and 2 bedroom student accommodation.These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment IncludeRent includes Gas Usage.Fully furnished Studios / 1 & 2 Bedroom apartments.Private stylish bathroom and Kitchen,Broadband internet point and individual telephone line.Apartments include a private courtyard or a balcony.Reverse Cycle Air Conditioning and heatingFurniture inclusions are:Most units with four hot plates gas cookingBed with storage drawers and mattressTelevision and DVD player with remote controlLounge chairsBuild in Study DeskStudy ChairBuild in robeMicrowave OvenUnder bench fridgeWindow furnishings "
Apartment,275,"Bond $1,195","307/1728 Dandenong Road, Clayton",1,1,0,,,Available 12 Feb 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit 307 - This is a ONE BEDROOM apartment for ONE person only** This unit with Air conditioning **Monash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply now to pre-book!! "
Unit,510,"Bond $2,200","1/16 Donald Street, Clayton",3,1,1,,,Available now,"City Wide Real Estate... INSPECT TODAY- call Agent- Costa 0408775007Email: costa@citywiderealestate.com.au3 Bedroom Unit. Gas appliances, ducted heating, 2 toilets, main bathroom, garage. Walk to hospital, train station. Gardening included in rental.CITY WIDE REAL ESTATE282 Clayton Road, Clayton VIC 3168www.citywiderealestate.com.au"
Apartment,490,,"204/27-29 Koonawarra Street, Clayton",2,1,1,Barry Plant  - Glen Waverley ,,Open Thu 14 Nov 4:00pm View allAvailable now,"As new apartments to lease in the chic Koonawarra Apartment Complex.You will be surely impressed with this apartment complex and its location!Fully secure with security swipe card entry to building, securityvideo intercom to each apartment and at main entrance, basement car parkingwith remote controlled gates. CCTV in basement car park, main entry foyer area, common areas and elevator.Architecturally designed these apartments offer state of the art kitchenwith stainless steel gas appliances, dishwasher and Cesar stone bench tops.Open living area with split system heating and cooling leading out to yourown private court yard or balcony. 2 Bedrooms with built in robes and somefeaturing in-built desks. 1 Bathroom and 2toilet and 2 living areas.European laundry and beautifully finished bathrooms. Further Features include, porcelain floor tiles and quality carpets to bedrooms, LED down lights and data internet connection.Within very close proximity to Monash University, Monash Medical Centre,Clayton train station and bus services, freeway access and shoppingdistricts.(4 mins walk to Monash Uni, 5 mins drive to Monash Medical Centre, 3 minswalk to bus stop at Clayton Road & 6 mins drive to Clayton train station andshopping centre)NOTE: PHOTO ID IS REQUIRED AT ALL OPEN FOR INSPECTIONSDisclaimer: This advertisement has been prepared with our best endeavours to ensure the information contained in this document is true and correct.We accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or exclusions in this document.Prospective tenants must make their own enquiries to verify the information contained in this material is true and correct. It is a requirement to inspect the property prior to applyingInspection times and property availability are subject to change or cancellation without notice."
Unit,350,"Bond $1,520","2/73 Ormond Road, Clayton",2,1,0,Ray White - Oakleigh,,Open Wed 13 Nov 3:55pm View allAvailable now,"This spacious 2 bedroom unit comprises of * Separate lounge area* Kitchen/ meals area * Central bathroom * Toilet* Laundry area* Polished floor boards throughout* Electric heater* Wall aircon unit * One single car space. Very Close proximity to Clayton Central, Schools, Bustops, Clayton Train Station, Monash University, Monash Medical Centre and Much More!Inspection as per advertised times or please contact us to view the property."
Apartment,330,"Bond $1,434","1/126 Wellington Road, Clayton",2,1,1,,,Available now,"2 Bedroom apartment - ground floor apartment with front secure court yard. Modern design, enclosed separate living room, stainless steel appliances, floorboards. Walk to Monash Uni and transport.Inspect today, keys available from our office...CITY WIDE REAL ESTATE282 Clayton Road, Clayton VIC 3168www.citywiderealestate.com.auContact Listing Agent:Phillip KaimakamisMobile: 0408 54 99 50"
House,700,"Bond $3,042","182 Clayton Road, Clayton",5,2,1,First National Clayton - CLAYTON,,Available now,"This house has been fully renovated, freshly painted, with new kitchen, bathroom, has polished floor boards, All within walking distance to Monash University, the Monash Medical Centre, Clayton shopping centre and train station. Also conveniently located at a bus top - virtually in front. Perfect location for students. Features of this SEMI FURNISHED property include:- Split cooling system in each single bedroom- Kitchen with adjoining meals area- 5 bedrooms including 2 with built wardrobes- Covered patio and generous yard - Single garage with additional space for off street parking***IMPORTANT - YOU MUST REGISTER TO INSPECT***Simply click on 'Book an Inspection Time' or 'Contact Agent' to register and we will respond with available appointment times. By registering, you will be instantly informed of any updates, changes or cancellations for your appointment. DISCLAIMERS*It is a requirement to inspect the property prior to applying.**Inspection times and property availability are subject to change or cancellation without notice. We highly recommend registering for an inspection should you wish to attend to avoid disappointment for any changes or cancellations. ***Whilst First National Clayton has taken care in the preparation of the photos and description of the property, interested person(s) are advised to make their own enquiries and satisfy themselves in all respects of the property they wish to lease."
Apartment,500,"Bond $2,173","10/3 Cobain Street, Clayton",1,1,1,,,Available now,"CITY WIDE REAL ESTATE...Call Agent - Costa on 0408775007 to inspect today! ***FURNISHED Studio apartment. Modern design with air-con. Kitchen with granite bench tops, main bathroom. Water and gas included. Car space with remote control.Furniture: Double bed frame and mattress. Study desk and study chair. Dinning table with dinning chairs. Microwave, Refrigerator cook top, range hood.Laundry facilities: Washing machine and dryer.Opposite Monash UniversityCITY WIDE REAL ESTATE282 Clayton Road, Clayton VIC 3168www.citywiderealestate.com.au"
House,380,"Bond $1,651","14 Flora Road, Clayton",2,1,2,Buxton - Box Hill,,Available now,"**** IMPORTANT! REGISTER TO INSPECT PROPERTIES **** Please register your details and you will be INSTANTLY informed of any updates, changes or cancellations to inspections. If no one registers for an inspection time then that inspection does not proceed. Please note that we do not release keys. Single storey house with three bedrooms, a spacious living area and well-sized kitchen/meals area, bath, laundry, garage and carport.Walking distance to Monash Medical Centre as well as new Monash Children's Hospital and Clayton Road Shopping Strip.• 9 minutes' walk to the new, above-ground Clayton station• Quiet location, yet within the planned Clayton Activity Centre zone• Single storey house with two bedrooms and a study, a spacious living area, and well-sizedkitchen/meals area, bath and laundryThis tidy two-bedroom house comprises-	Spacious living area-       Kitchen including stove and oven-	Central main bathroom-	Two bedrooms plus study roomFurther feature including -  Wall heating- Timble floor - Locked up garage - Spacious backyard to relax or entertainingTo secure yourself an inspection, please click “Book an inspection time” on this web listing. For enquiries click “email agent”. To apply online via 1form click on the “Apply Online” icon and follow the steps"
House,650,,"34 Kanooka Grove, Clayton",5,2,2,Harcourts - Mitcham,,Open Wed 13 Nov 11:00am View allAvailable now,"The perfect site to make a stunning new lifestyle statement, this 5 bedroom home stands on a rectangular. Impressive dimensions of this spacious property. Idyllically situated a walk to St Peter's and Clayton primary schools, Monash Medical Centre, Clayton station and shops and minutes to Monash University.Featuring 5 bedrooms with built in robes- Renovated kitchen featuring gas cooking.- Two separate bathrooms freshly renovated, including two showers and two toilets - Freshly painted throughout - Freshly polished floorboard- undercover carport-  Air conditioner *It is a requirement to inspect the property prior to applying.**Registration is not required in order to attend the open for inspection. Please note that we do not offer private inspection unless otherwise stated. ***Inspection times and property availability are subject to change or cancellation without notice. Please visit Harcourts Mitcham website or call our office prior to inspection for latest update.****Whilst Harcourts Mitcham has taken care in the preparation of the photos and description of the property, interested person(s) are advised to make their own enquiries and satisfy themselves in all respects of the property they wish to lease."
Apartment,405,"Bond $2,430","221/1457 North Road, Clayton",2,1,0,,,Available 29 Jan 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 221 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,420,"Bond $2,430","127/1457 North Road, Clayton",2,1,0,,,Available 18 Dec 2019,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 127 - This is a TWO BEDROOM apartment for TWO persons onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,400,"Bond $2,400","G05/1457 North Road, Clayton",2,1,0,,,Available 22 Jan 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit G05 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New modern, stylish studio, one bedroom and 2 bedroom student accommodation.These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment IncludeRent includes Gas Usage.Fully furnished Studios / 1 & 2 Bedroom apartments.Private stylish bathroom and Kitchen,Broadband internet point and individual telephone line.Apartments include a private courtyard or a balcony.Reverse Cycle Air Conditioning and heatingFurniture inclusions are:Most units with four hot plates gas cookingBed with storage drawers and mattressTelevision and DVD player with remote controlLounge chairsBuild in Study DeskStudy ChairBuild in robeMicrowave OvenUnder bench fridgeWindow furnishings "
Apartment,280,"Bond $1,217","208/1457 North Road, Clayton",1,1,0,,,Available 12 Feb 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 208 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New modern, stylish studio, one bedroom and 2 bedroom student accommodation.These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment IncludeRent includes Gas Usage.Fully furnished Studios / 1 & 2 Bedroom apartments.Private stylish bathroom and Kitchen,Broadband internet point and individual telephone line.Apartments include a private courtyard or a balcony.Reverse Cycle Air Conditioning and heatingFurniture inclusions are:Most units with four hot plates gas cookingBed with storage drawers and mattressTelevision and DVD player with remote controlLounge chairsBuild in Study DeskStudy ChairBuild in robeMicrowave OvenUnder bench fridgeWindow furnishings "
Apartment,280,"Bond $1,217","223/1457 North Road, Clayton",1,1,0,,,Available 19 Feb 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 223 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,270,"Bond $1,173","108/1728 Dandenong Road, Clayton",1,1,0,,,Available 19 Feb 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit 108 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply now to pre-book!! "
House,500,"Bond $2,200","44 Ormond Road, Clayton",3,1,3,,,Open Sat 16 Nov 11:30am View allAvailable now,"The Phone Code for this property is: 43805. Please quote this number when phoning or texting.Nestled behind a traditional picket fence is this highly appealing home of remarkable proportions.  This house has 2 living areas featuring high ceilings, spacious formal lounge and adjoining dining room.  Three good sized bedrooms all with large double BIRs and extra shelving inside. Timber open plan kitchen with a large breakfast bar and numerous cupboards overlooks a sensational family room with an  informal meals area and access to a study nook and the rear garden.  A completely renovated bathroom with quality fixtures.   Large laundry with double trough with room for a dryer and washer.  A wide and expansive driveway would easily allow four to five cars to be parked simultaneously.  At the rear a double sized garage and covered carport lead a to large, flat grassed garden.  Please note the gardens are maintained by the owners' gardener.The home is located within walking distance to Clayton railway station and bus services, Clayton shopping precinct and swimming pool.  Monash Hospital and Monash University only minutes away.Disclaimer: Whilst every care has been taken to verify the accuracy of the details in this advertisement, For Sale By Owner (forsalebyowner.com.au Pty Ltd) cannot guarantee its correctness. Prospective buyers or tenants need to take such action as is necessary, to satisfy themselves of any pertinent matters."
Unit,490,"Bond $2,129","1/20 Burton Avenue, Clayton",3,1,2,LJ Hooker - Clayton,,Available now,"Conveying a peaceful and private existence nestled at the front of a well-maintained group, this superior single-level unit is a sun-flooded sanctuary for those on the quest for a carefree lifestyle in a high-convenience location. Impeccably presented with a dual-zone layout, a spacious lounge is the perfect accompaniment to an immaculate kitchen and light-filled family/meals area, that unfolds to a covered courtyard with cafe blinds for year-round entertaining.3 bedrooms each fitted with BIRs, central bathroom, ducted heating, SLUG and carspace. Enjoy a lifestyle of comfort and convenience with the prospect of adding contemporary elements in the future, a walk to Clayton shops and train station, Monash Medical Centre and Clayton Community Centre."
Apartment,460,,"G01/27-29 Koonawarra Street, Clayton",2,2,1,Barry Plant  - Glen Waverley ,,Open Thu 14 Nov 4:00pm View allAvailable 20 Dec 2019,"You will be surely impressed with this apartment complex and its location! Fully secure with security swipe card entry to building, security video intercom to each apartment and at main entrance, basement car parking with remote controlled gates. CCTV in basement car park, main entry foyer area, common areas and elevator. This chic apartment offers state of the art kitchen with stainless steel gas appliances, dishwasher and Cesar stone bench tops. Open living area with split system heating and cooling leading out to your own private court yard or balcony. 2 Bedrooms with built in robes. 1 Bathroom and 2 toilets and open living area. European laundry and beautifully finished bathrooms. Further Features include, porcelain floor tiles and quality carpets to bedrooms, LED down lights and data internet connection. Within very close proximity to Monash University, Monash Medical Centre, Clayton train station and bus services, freeway access and shopping districts. (4 mins walk to Monash Uni, 5 mins drive to Monash Medical Centre, 3 mins walk to bus stop at Clayton Road & 6 mins drive to Clayton train station and shopping centre)NOTE: PHOTO ID IS REQUIRED AT ALL OPEN FOR INSPECTIONSDisclaimer: This advertisement has been prepared with our best endeavours to ensure the information contained in this document is true and correct.We accept no responsibility and disclaim all liability in respect to any errors, omissions, inaccuracies or exclusions in this document. Prospective tenants must make their own enquiries to verify the information contained in this material is true and correct. It is a requirement to inspect the property prior to applying.Inspection times and property availability are subject to change or cancellation without notice."
Apartment,270,"Bond $1,173","117/1728 Dandenong Road, Clayton",1,1,0,,,Available 29 Jan 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit 117 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingWireless High Speed Broadband Internet (at own cost)Most apartments include a private court yard or balconyApply now to pre-book!! "
Townhouse,550,"Bond $2,390","1/83 Kionga Street, Clayton",5,2,1,First National Clayton - CLAYTON,,Open Thu 14 Nov 4:50pm View allAvailable now,"Spacious well-manicured townhouse in the heart of Clayton! Making the most of the location, the future residents will no doubt enjoy the convenience of leaving the car at home whilst walking to the vast array of amenities; including Monash Medical Centre, Monash Uni, trains, Clayton Road shops, M-City and parkland, or simply take a quick drive to with Monash or EastLink Freeway for travels further afield.This property offers the following features:- Light-filled living with polished floorboards - Modern kitchen with gas cooking- 5 generous sized bedrooms with BIRs- Central bathroom and ensuite to master bedroom- Ducted heating- Secure rear courtyard- Single lock up garage***IMPORTANT - YOU MUST REGISTER TO INSPECT***Simply click on 'Book an Inspection Time' or 'Contact Agent' to register and we will respond with available appointment times. By registering, you will be instantly informed of any updates, changes or cancellations for your appointment.DISCLAIMERS*It is a requirement to inspect the property prior to applying.**Inspection times and property availability are subject to change or cancellation without notice. We highly recommend registering for an inspection should you wish to attend to avoid disappointment for any changes or cancellations.***Whilst First National Clayton has taken care in the preparation of the photos and description of the property, interested person(s) are advised to make their own enquiries and satisfy themselves in all respects of the property they wish to lease."
Apartment,380,"Bond $1,651","208/1728 Dandenong Road, Clayton",2,1,0,,,Available 19 Feb 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit 208 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As new, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private bathroomKitchen with 4 burner gas cookingBigAir Wi-Fi broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply Now!! "
Apartment,375,"Bond $2,250","G20/1728 Dandenong Road, Clayton",2,1,0,,,Available 12 Feb 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit G20 - This is a TWO-BEDROOM apartment for TWO persons only** This unit with A/C **Monash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply now to pre-book!! "
Apartment,270,"Bond $1,173","G07/1728 Dandenong Road, Clayton",1,1,0,,,Available 19 Feb 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit G07 - This is a ONE BEDROOM apartment for ONE person only** This unit with Air conditioning **Monash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply now to pre-book!! "
Apartment,270,"Bond $1,173","203/1728 Dandenong Road, Clayton",1,1,0,,,Available 15 Jan 2020,"Unit 203 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply now to pre-book!! "
Apartment,270,"Bond $1,173","G12/1728 Dandenong Road, Clayton",1,1,0,,,Available 12 Feb 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit G12 - This is a ONE BEDROOM apartment for ONE person only** This unit with A/C **Monash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, spacious, fully furnished, purpose built student only apartments.Featuring security entrance, modern common room, and communal laundry.Rent includes Gas usage. Apartment includes:Private stylish bathroomKitchen with 4 burner gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most apartments include a private court yard or balconyApply now to pre-book!! "
House,550,"Bond $2,500","428 Haughton Road, Clayton",4,1,6,Auv Real Estate,,Open Wed 13 Nov 4:15pm View allAvailable now,"Accommodation is great, with 4 bedrooms, large master and central bathroom. Other features include: freshly painted, carpet, timber floors, split heating and the backyard is easily maintained.It is ideal for university students wishing to live and share together. Brilliant location so do not miss out!Very close to Clayton Station and shops.By registering your details you will be INSTANTLY informed of any updates, changes or cancellations for your property appointment.If no one registers for an inspection time then that inspection may not proceed.DON'T MISS OUT : Book for an inspection time today by sending us a message!Email: pm@auvinvestment.com or call office 9572 0002"
House,400,"Bond $1,738","19  Morton Street, Clayton",3,1,2,Davita Real Estate - MULGRAVE,,Available now,"Great opportunity is available now for students and family to secure this spacious three bedroom house, situated within walking distance to Monash University, IKEA Homemaker Centre, upcoming M-city, Monash Medical Centre, bus stops, local schools, and minutes away from Clayton Train Station, Clayton shopping district, Clayton Community Centre and Chadstone Shopping Centre. This beautiful home comes with 3 generous size bedroom with BIR, huge living area, good size kitchen and dining area. Available Now! "
Apartment,270,"Bond $1,173","109/1728 Dandenong Road, Clayton",1,1,0,,,Available 26 Feb 2020,"Open for Inspection: Please refer to http://sha.com.au/inspections/Unit 109 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!As New, Modern & Stylish Student Accommodation some with Air Conditioning .These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, modern common room, spacious communal outdoor area and communal laundry.Apartments Include:Rent includes Gas UsageFully furnished apartmentsPrivate stylish bathroom and KitchenStudy Desk and ChairBroadband internet point and individual telephone lineMany apartments include a private courtyard or a balcony.Furniture inclusions are:Four hot plates gas cookingBed with storage drawers and mattressTelevision and DVD player with remote controlLounge chairsStudy DeskStudy ChairMicrowave OvenUnder bench fridgeWindow furnishings "
Apartment,405,"Bond $2,430","132/1457 North Road, Clayton",2,1,0,,,Available 12 Feb 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 132 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,400,"Bond $2,400","316/1457 North Road, Clayton",2,1,0,,,Available 12 Feb 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 316 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,400,"Bond $2,400","122/1457 North Road, Clayton",2,1,0,,,Available 29 Jan 2020,"Unit 122 - This is a TWO BEDROOM apartment for TWO persons onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,395,"Bond $2,370","110/1457 North Road, Clayton",2,1,0,,,Available 29 Jan 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 110 - This is a TWO BEDROOMS apartment for TWO person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Studio,270,"Bond $1,173","117/1457 North Road, Clayton",1,1,0,,,Available 12 Feb 2020,"Open For Inspection : Please refer to http://sha.com.au/inspections/Unit 117 - This is a STUDIO apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Apartment,285,"Bond $1,173","224/1457 North Road, Clayton",1,1,0,,,Available 13 Jan 2020,"Unit 224 - This is a ONE BEDROOM apartment for ONE person onlyMonash University - Clayton Campus directly across the road, you can be on campus in minutes!!!These spacious, purpose built student only apartments are all fully furnished.Featuring security entrance, secure basement car parking with lift access, modern common room, spacious communal outdoor area and communal laundry.Apartment includes:Private bathroomKitchen with gas cookingBigAir WI-FI broadband at student discount rate - NO contract, NO phone line required!!Most units with courtyard or balcony.Reverse cycle air conditioning and heating "
Unit,400,"Bond $1,738","Unit 1/18 Francis Street, Clayton",2,1,2,LJ Hooker - Clayton,,Available now,"Set right in the heart of Clayton and only a few short minutes walk to Clayton train station, this freshly refurbished two bedroom unit is the perfect place to call home.  New carpets throughout give it a lovely warm feel and the huge lounge and generous dining area will give you plenty of space to relax in.  The kitchen has plenty of cupboard space and a cool retro feel.  Included is a garage and an extra parking space."
